station_a,station_b,distance_km,n_both_active_hours,n_offline_a,n_offline_b,n_both_offline,p_offline_a,p_offline_b,expected_both_offline_if_independent,cooccurrence_ratio
IBARAS3,IZAWIY5,79.11844418928193,4152,541,543,251,0.13029865125240847,0.13078034682080925,70.7521676300578,3.5475944894353613
IBARAS3,IZAWIY7,71.24456916235161,4139,541,472,242,0.1307079004590481,0.11403720705484416,61.69412901667069,3.922577461699928
IBIRAL3,IDERNA7,944.6173354463419,3946,478,1807,269,0.12113532691332995,0.457932083122149,218.8915357323872,1.2289191498426622
IBIRAL3,IJABAL13,24.230248363972667,4140,559,412,240,0.13502415458937198,0.09951690821256039,55.62995169082125,4.314222693089254
IBIRAL3,IJABAL14,52.685431386176546,4174,560,412,286,0.13416387158600862,0.09870627695256348,55.27551509343555,5.174081137309293
IBIRAL3,IJABAL15,102.87221191447152,4174,560,413,237,0.13416387158600862,0.09894585529468136,55.40967896502156,4.277231061916292
IBIRAL3,IJABAL16,39.67186603255664,4151,552,701,251,0.13298000481811612,0.16887496988677428,93.2189833774994,2.692584609977465
IBIRAL3,IJANZO2,68.09706169243633,4090,513,393,197,0.1254278728606357,0.0960880195599022,49.29315403422983,3.996498172204614
IBIRAL3,IJANZO3,58.133291145080875,4107,513,444,201,0.12490869247626005,0.10810810810810811,55.45945945945946,3.624269005847953
IBIRAL3,IJANZO4,71.84141598371701,3479,436,2821,408,0.12532336878413336,0.8108651911468813,353.5372233400402,1.1540510392241674
IBIRAL3,IMISRA12,240.08032828545805,3922,474,484,194,0.12085670576236614,0.12340642529321774,58.49464558898521,3.3165428740802736
IBIRAL3,IMISRA13,187.94853356937875,4174,560,562,306,0.13416387158600862,0.13464302827024438,75.40009583133686,4.058350279613625
IBIRAL3,IMURQU5,98.64144623065386,3882,542,978,279,0.1396187532199897,0.25193199381761977,136.54714064914992,2.0432504018291717
IBIRAL3,IMURQU6,160.91147092632525,3534,460,1435,256,0.13016411997736277,0.4060554612337295,186.78551216751558,1.370555976367217
IBIRAL3,IMURQU7,142.02861355614874,4128,529,616,240,0.12814922480620156,0.14922480620155038,78.93992248062015,3.040286745390715
IBIRAL3,INALUT3,117.58113272488697,4104,513,1535,360,0.125,0.37402534113060426,191.875,1.8762214983713354
IBIRAL3,INUQAT10,55.67059924970311,4014,513,657,236,0.12780269058295965,0.16367713004484305,83.96636771300449,2.81064914951
IBIRAL3,INUQAT8,85.85905660818308,4092,513,280,180,0.125366568914956,0.06842619745845552,35.10263929618768,5.12781954887218
IBIRAL3,INUQAT9,47.81694008818197,4072,513,661,296,0.12598231827111983,0.16232809430255402,83.27431237721021,3.5545174922513887
IBIRAL3,ITAHLI1,48.04647588268435,4119,520,474,223,0.12624423403738771,0.11507647487254188,59.839766933721776,3.726618792599805
IBIRAL3,ITRIPO32,98.56023086047878,3634,413,1898,335,0.11364887176664833,0.5222894881673088,215.70555861309856,1.553042963537507
IBIRAL3,ITRIPO33,83.19740182275714,3959,503,636,226,0.1270522859307906,0.16064662793634757,80.80525385198283,2.7968478437550797
IBIRAL3,IZAWIY5,48.1941790483879,4174,560,543,253,0.13416387158600862,0.1300910397700048,72.8509822712027,3.4728426729807937
IBIRAL3,IZAWIY7,53.024787810025465,4139,540,472,203,0.13046629620681324,0.11403720705484416,61.58009180961585,3.296519930947897
IDERNA7,IJABAL13,949.4804706126015,3937,1802,397,333,0.4577089154178308,0.10083820167640335,181.71043942087883,1.832585959625046
IDERNA7,IJABAL14,978.8825202714892,3952,1813,330,219,0.45875506072874495,0.08350202429149797,151.38917004048582,1.4466028180313895
IDERNA7,IJABAL15,920.7078610647517,3952,1813,397,265,0.45875506072874495,0.10045546558704453,182.12575910931173,1.4550385475178567
IDERNA7,IJABAL16,918.244579371539,3923,1784,650,333,0.45475401478460364,0.16568952332398673,295.59010960999234,1.126560020696792
IDERNA7,IJANZO2,901.691548664846,3862,1736,377,243,0.4495080269290523,0.09761781460383222,169.46452615225272,1.4339284186336467
IDERNA7,IJANZO3,914.4353311363813,3879,1740,425,247,0.448569218870843,0.10956432070121165,190.64191802010828,1.2956227180527382
IDERNA7,IJANZO4,882.79873282097,3363,1519,2746,1197,0.45168004757656854,0.8165328575676479,1240.3134106452571,0.9650786565125311
IDERNA7,IMISRA12,714.4447830383596,3694,1670,456,264,0.45208446128857604,0.12344342176502436,206.15051434759067,1.2806177119445321
IDERNA7,IMISRA13,757.2976217989165,3979,1840,476,332,0.4624277456647399,0.11962804724805227,220.11560693641616,1.5082983193277313
IDERNA7,IMURQU5,846.8034932235907,3663,1679,954,446,0.45836745836745835,0.26044226044226043,437.2825552825553,1.0199354961960736
IDERNA7,IMURQU6,785.7037848795483,3534,1644,1435,792,0.46519524617996605,0.4060554612337295,667.5551782682512,1.1864187797248151
